ds,y
04-07-1997,11.18
11-07-1997,11.09
18-07-1997,11.28
25-07-1997,11.63
01-08-1997,11.65
08-08-1997,11.38
15-08-1997,11.86
22-08-1997,11.79
29-08-1997,11.6
05-09-1997,11.54
12-09-1997,11.49
19-09-1997,11.17
26-09-1997,10.89
03-10-1997,11.9
10-10-1997,11.94
17-10-1997,11.68
24-10-1997,11.81
31-10-1997,12.39
07-11-1997,12.25
14-11-1997,12.34
21-11-1997,12.03
28-11-1997,12.24
05-12-1997,12.44
12-12-1997,12.14
19-12-1997,12.29
26-12-1997,12.29
02-01-1998,12.22
09-01-1998,11.79
16-01-1998,11.2
23-01-1998,11.23
30-01-1998,11.23
06-02-1998,10.71
13-02-1998,11
20-02-1998,10.37
27-02-1998,9.64
06-03-1998,9.73
13-03-1998,9.4
20-03-1998,9.88
27-03-1998,9.77
03-04-1998,9.91
10-04-1998,9.53
17-04-1998,9.02
24-04-1998,9.15
01-05-1998,8.47
08-05-1998,9.14
15-05-1998,9.09
22-05-1998,8.89
29-05-1998,8.28
05-06-1998,8.07
12-06-1998,7.45
19-06-1998,7.97
26-06-1998,8.63
03-07-1998,8.58
10-07-1998,8.64
17-07-1998,8.95
24-07-1998,8.41
31-07-1998,8.76
07-08-1998,8.94
14-08-1998,8.54
21-08-1998,8.19
28-08-1998,7.56
04-09-1998,7.59
11-09-1998,7.1
18-09-1998,6.67
25-09-1998,7.04
02-10-1998,7.35
09-10-1998,7.6
16-10-1998,7.9
23-10-1998,7.75
30-10-1998,7.71
06-11-1998,7.95
13-11-1998,8.37
20-11-1998,8.48
27-11-1998,8.13
04-12-1998,8.24
11-12-1998,8.19
18-12-1998,7.58
25-12-1998,7.62
01-01-1999,7.86
08-01-1999,8.71
15-01-1999,8.42
22-01-1999,7.1
29-01-1999,7.11
05-02-1999,6.71
12-02-1999,6.75
19-02-1999,6.75
26-02-1999,6.34
05-03-1999,5.72
12-03-1999,5.9
19-03-1999,5.54
26-03-1999,5.7
02-04-1999,5.59
09-04-1999,5.43
16-04-1999,5.13
23-04-1999,4.82
30-04-1999,5.34
07-05-1999,4.7
14-05-1999,4.9
21-05-1999,4.89
28-05-1999,5
04-06-1999,5.34
11-06-1999,5.41
18-06-1999,5.85
25-06-1999,6.09
02-07-1999,6.13
09-07-1999,5.52
16-07-1999,5.47
23-07-1999,5.79
30-07-1999,5.98
06-08-1999,5.99
13-08-1999,6.01
20-08-1999,6.09
27-08-1999,6.16
03-09-1999,6.9
10-09-1999,6.7
17-09-1999,6.91
24-09-1999,6.94
01-10-1999,6.91
08-10-1999,6.89
15-10-1999,6.56
22-10-1999,6.88
29-10-1999,6.88
05-11-1999,7
12-11-1999,6.78
19-11-1999,5.91
26-11-1999,6.07
03-12-1999,5.98
10-12-1999,6.03
17-12-1999,5.88
24-12-1999,5.88
31-12-1999,6.12
07-01-2000,5.84
14-01-2000,5.45
21-01-2000,5.43
28-01-2000,5.47
04-02-2000,5.79
11-02-2000,5.49
18-02-2000,5.03
25-02-2000,4.94
03-03-2000,5.05
10-03-2000,5.22
17-03-2000,5.27
24-03-2000,5.38
31-03-2000,5.9
07-04-2000,5.89
14-04-2000,6.23
21-04-2000,6.44
28-04-2000,5.16
05-05-2000,6.59
12-05-2000,6.78
19-05-2000,7.21
26-05-2000,7.81
02-06-2000,8.14
09-06-2000,8.57
16-06-2000,8.19
23-06-2000,8.49
30-06-2000,8.5
07-07-2000,8.68
14-07-2000,9.2
21-07-2000,10.41
28-07-2000,10.89
04-08-2000,10.8
11-08-2000,10.65
18-08-2000,10.7
25-08-2000,10.82
01-09-2000,10.82
08-09-2000,10.67
15-09-2000,9.78
22-09-2000,9.56
29-09-2000,9.77
06-10-2000,10.08
13-10-2000,11
20-10-2000,10.87
27-10-2000,9.53
03-11-2000,9.57
10-11-2000,9.15
17-11-2000,9.63
24-11-2000,9.93
01-12-2000,9.66
08-12-2000,9.75
15-12-2000,9.31
22-12-2000,9.81
29-12-2000,10.2
05-01-2001,10.27
12-01-2001,10
19-01-2001,10.09
26-01-2001,10
02-02-2001,10.14
09-02-2001,9.8
16-02-2001,9.64
23-02-2001,9.39
02-03-2001,9.11
09-03-2001,9
16-03-2001,8.77
23-03-2001,8.37
30-03-2001,7.75
06-04-2001,8.16
13-04-2001,8.31
20-04-2001,8.71
27-04-2001,9.37
04-05-2001,8.98
11-05-2001,9.1
18-05-2001,8.85
25-05-2001,8.96
01-06-2001,8.6
08-06-2001,8.63
15-06-2001,8.87
22-06-2001,9.38
29-06-2001,9.59
06-07-2001,8.38
13-07-2001,8.56
20-07-2001,8.6
27-07-2001,8.49
03-08-2001,7.8
10-08-2001,7.65
17-08-2001,7.96
24-08-2001,8.29
31-08-2001,7.91
07-09-2001,7.86
14-09-2001,7.87
21-09-2001,7.05
28-09-2001,6.7
05-10-2001,6.57
12-10-2001,6.44
19-10-2001,6.73
26-10-2001,6.72
02-11-2001,6.63
09-11-2001,7.11
16-11-2001,7.31
23-11-2001,7.52
30-11-2001,7.68
07-12-2001,7.75
14-12-2001,7.41
21-12-2001,7.12
28-12-2001,7.39
04-01-2002,7.64
11-01-2002,7.76
18-01-2002,7.3
25-01-2002,7.13
01-02-2002,6.35
08-02-2002,6.18
15-02-2002,6.25
22-02-2002,6.31
01-03-2002,5.97
08-03-2002,6.18
15-03-2002,6.26
22-03-2002,5.91
29-03-2002,5.93
05-04-2002,5.7
12-04-2002,5.55
19-04-2002,6.17
26-04-2002,5.83
03-05-2002,5.36
10-05-2002,5.49
17-05-2002,5.86
24-05-2002,5.65
31-05-2002,5.9
07-06-2002,5.62
14-06-2002,5.26
21-06-2002,4.99
28-06-2002,5.91
05-07-2002,5.6
12-07-2002,5.99
19-07-2002,6.06
26-07-2002,5.81
02-08-2002,5.78
09-08-2002,5.89
16-08-2002,5.87
23-08-2002,5.78
30-08-2002,5.98
06-09-2002,6.33
13-09-2002,6.92
20-09-2002,6.92
27-09-2002,7.12
04-10-2002,6.91
11-10-2002,7.2
18-10-2002,7.6
25-10-2002,7.28
01-11-2002,7.64
08-11-2002,7.7
15-11-2002,7.24
22-11-2002,7.65
29-11-2002,7.61
06-12-2002,7.64
13-12-2002,7.61
20-12-2002,7.51
27-12-2002,7.4
03-01-2003,7.4
10-01-2003,7.67
17-01-2003,7.87
24-01-2003,7.97
31-01-2003,8.64
07-02-2003,8.93
14-02-2003,8.86
21-02-2003,8.97
28-02-2003,8.9
07-03-2003,8.22
14-03-2003,7.85
21-03-2003,7.8
28-03-2003,7.71
04-04-2003,7.66
11-04-2003,7.23
18-04-2003,7.45
25-04-2003,7.85
02-05-2003,7.17
09-05-2003,6.87
16-05-2003,6.91
23-05-2003,7.34
30-05-2003,7.08
06-06-2003,6.71
13-06-2003,6.52
20-06-2003,6.58
27-06-2003,6.22
04-07-2003,6.39
11-07-2003,6.51
18-07-2003,6.81
25-07-2003,6.93
01-08-2003,7.24
08-08-2003,6.62
15-08-2003,6.49
22-08-2003,6.54
29-08-2003,6.29
05-09-2003,6.05
12-09-2003,6.05
19-09-2003,5.97
26-09-2003,5.95
03-10-2003,6.47
10-10-2003,5.96
17-10-2003,5.95
24-10-2003,6.1
31-10-2003,5.93
07-11-2003,6.07
14-11-2003,6.38
21-11-2003,6.26
28-11-2003,6.25
05-12-2003,6.65
12-12-2003,6.77
19-12-2003,6.1
26-12-2003,5.91
02-01-2004,5.67
09-01-2004,5.93
16-01-2004,5.79
23-01-2004,5.77
30-01-2004,5.86
06-02-2004,5.45
13-02-2004,5.48
20-02-2004,5.64
27-02-2004,6.03
05-03-2004,6.19
12-03-2004,6.68
19-03-2004,6.76
26-03-2004,6.09
02-04-2004,6.36
09-04-2004,6.78
16-04-2004,6.69
23-04-2004,6.51
30-04-2004,6.58
07-05-2004,6.59
14-05-2004,6.35
21-05-2004,6.58
28-05-2004,7.06
04-06-2004,7.19
11-06-2004,6.75
18-06-2004,6.82
25-06-2004,7.28
02-07-2004,7.96
09-07-2004,8.27
16-07-2004,8.25
23-07-2004,8.01
30-07-2004,8.28
06-08-2004,8.17
13-08-2004,7.87
20-08-2004,7.73
27-08-2004,7.66
03-09-2004,8.13
10-09-2004,7.81
17-09-2004,7.59
24-09-2004,7.79
01-10-2004,8.9
08-10-2004,9.02
15-10-2004,9.15
22-10-2004,8.93
29-10-2004,8.6
05-11-2004,8.48
12-11-2004,8.52
19-11-2004,8.75
26-11-2004,8.97
03-12-2004,8.8
10-12-2004,8.69
17-12-2004,8.64
24-12-2004,8.86
31-12-2004,9.04
07-01-2005,8.71
14-01-2005,8.83
21-01-2005,8.88
28-01-2005,9.15
04-02-2005,9.08
11-02-2005,9.13
18-02-2005,8.85
25-02-2005,8.64
04-03-2005,8.87
11-03-2005,9.17
18-03-2005,9.03
25-03-2005,8.67
01-04-2005,8.52
08-04-2005,8.48
15-04-2005,8.08
22-04-2005,8.35
29-04-2005,8.61
06-05-2005,8.42
13-05-2005,8.35
20-05-2005,8.59
27-05-2005,8.75
03-06-2005,8.88
10-06-2005,8.9
17-06-2005,8.91
24-06-2005,8.97
01-07-2005,9.16
08-07-2005,9.54
15-07-2005,9.55
22-07-2005,9.7
29-07-2005,9.83
05-08-2005,10.08
12-08-2005,9.87
19-08-2005,9.68
26-08-2005,9.76
02-09-2005,10.11
09-09-2005,10.27
16-09-2005,10.43
23-09-2005,10.43
30-09-2005,10.95
07-10-2005,11.37
14-10-2005,11.66
21-10-2005,11.8
28-10-2005,11.61
04-11-2005,11.56
11-11-2005,11.48
18-11-2005,11.98
25-11-2005,12.15
02-12-2005,12.86
09-12-2005,13.51
16-12-2005,14.2
23-12-2005,14.63
30-12-2005,14.68
06-01-2006,14.88
13-01-2006,15.27
20-01-2006,17.15
27-01-2006,18.61
03-02-2006,19.3
10-02-2006,17.66
17-02-2006,17.33
24-02-2006,17.62
03-03-2006,17.23
10-03-2006,16.68
17-03-2006,16.44
24-03-2006,17.13
31-03-2006,17.9
07-04-2006,17.12
14-04-2006,16.49
21-04-2006,17.21
28-04-2006,17.13
05-05-2006,17.48
12-05-2006,17.6
19-05-2006,16.42
26-05-2006,15.88
02-06-2006,15.21
09-06-2006,15.05
16-06-2006,15.01
23-06-2006,15.45
30-06-2006,15.79
07-07-2006,16.87
14-07-2006,15.97
21-07-2006,15.36
28-07-2006,14.76
04-08-2006,14.41
11-08-2006,13.36
18-08-2006,12.18
25-08-2006,12.3
01-09-2006,11.39
08-09-2006,11.89
15-09-2006,12.44
22-09-2006,10.46
29-09-2006,10.85
06-10-2006,11.07
13-10-2006,11.13
20-10-2006,11.71
27-10-2006,11.79
03-11-2006,11.31
10-11-2006,11.85
17-11-2006,11.35
24-11-2006,11.47
01-12-2006,12.26
08-12-2006,11.37
15-12-2006,11.5
22-12-2006,11.92
29-12-2006,11.75
05-01-2007,11.09
12-01-2007,10.93
19-01-2007,10.86
26-01-2007,10.72
02-02-2007,10.5
09-02-2007,10.49
16-02-2007,11.13
23-02-2007,10.97
02-03-2007,11.22
09-03-2007,10.52
16-03-2007,10.26
23-03-2007,10.2
30-03-2007,9.88
06-04-2007,9.8
13-04-2007,9.88
20-04-2007,9.52
27-04-2007,9.61
04-05-2007,9.34
11-05-2007,9.29
18-05-2007,8.63
25-05-2007,9.42
01-06-2007,9.24
08-06-2007,8.61
15-06-2007,8.56
22-06-2007,9.16
29-06-2007,9.07
06-07-2007,9.54
13-07-2007,9.87
20-07-2007,10.3
27-07-2007,9.99
03-08-2007,10.25
10-08-2007,9.54
17-08-2007,9.4
24-08-2007,9.39
31-08-2007,9.48
07-09-2007,9.41
14-09-2007,9.35
21-09-2007,9.79
28-09-2007,9.56
05-10-2007,9.79
12-10-2007,9.8
19-10-2007,10.21
26-10-2007,10.15
02-11-2007,9.94
09-11-2007,10.03
16-11-2007,9.84
23-11-2007,9.78
30-11-2007,9.75
07-12-2007,9.9
14-12-2007,10.48
21-12-2007,11.05
28-12-2007,10.94
04-01-2008,11.32
11-01-2008,11.32
18-01-2008,11.99
25-01-2008,11.94
01-02-2008,12.35
08-02-2008,12.71
15-02-2008,13.26
22-02-2008,13.78
29-02-2008,14.27
07-03-2008,13.36
14-03-2008,13.54
21-03-2008,11.89
28-03-2008,11.73
04-04-2008,11.57
11-04-2008,12.34
18-04-2008,12.45
25-04-2008,11.37
02-05-2008,11.49
09-05-2008,11.61
16-05-2008,11.13
23-05-2008,10.01
30-05-2008,10.02
06-06-2008,9.74
13-06-2008,10.54
20-06-2008,11.97
27-06-2008,11.38
04-07-2008,13.91
11-07-2008,13.99
18-07-2008,12.49
25-07-2008,12.44
01-08-2008,14.13
08-08-2008,13.56
15-08-2008,13.12
22-08-2008,14.14
29-08-2008,12.76
05-09-2008,12.54
12-09-2008,12.36
19-09-2008,11.65
26-09-2008,13.1
03-10-2008,12.61
10-10-2008,11.23
17-10-2008,11.58
24-10-2008,10.76
31-10-2008,12.02
07-11-2008,12.01
14-11-2008,11.65
21-11-2008,11.28
28-11-2008,11.9
05-12-2008,10.57
12-12-2008,11.64
19-12-2008,10.95
26-12-2008,10.98
02-01-2009,11.85
09-01-2009,12.05
16-01-2009,12.26
23-01-2009,12.7
30-01-2009,12.67
06-02-2009,13.12
13-02-2009,13.26
20-02-2009,12.71
27-02-2009,13.47
06-03-2009,12.78
13-03-2009,12.88
20-03-2009,13.54
27-03-2009,12.62
03-04-2009,12.55
10-04-2009,12.74
17-04-2009,13.19
24-04-2009,13.9
01-05-2009,15.05
08-05-2009,15.27
15-05-2009,14.95
22-05-2009,15.7
29-05-2009,15.58
05-06-2009,15.53
12-06-2009,15.2
19-06-2009,15
26-06-2009,16.26
03-07-2009,17.58
10-07-2009,17.27
17-07-2009,17.3
24-07-2009,18.43
31-07-2009,18.61
07-08-2009,20.81
14-08-2009,21.98
21-08-2009,21.84
28-08-2009,23.52
04-09-2009,21.6
11-09-2009,21.21
18-09-2009,21.91
25-09-2009,21.59
02-10-2009,23.2
09-10-2009,20.68
16-10-2009,23.34
23-10-2009,22.48
30-10-2009,22.16
06-11-2009,21.84
13-11-2009,22.11
20-11-2009,21.9
27-11-2009,22.2
04-12-2009,21.95
11-12-2009,23.43
18-12-2009,25.77
25-12-2009,27.08
01-01-2010,26.95
08-01-2010,27.53
15-01-2010,27.62
22-01-2010,28.78
29-01-2010,29.9
05-02-2010,26.17
12-02-2010,26.95
19-02-2010,26.8
26-02-2010,24.13
05-03-2010,22.19
12-03-2010,19.67
19-03-2010,18.64
26-03-2010,17
02-04-2010,16.7
09-04-2010,16.39
16-04-2010,15.95
23-04-2010,15.66
30-04-2010,15.05
07-05-2010,13.75
14-05-2010,14.13
21-05-2010,15.65
28-05-2010,14.19
04-06-2010,14.52
11-06-2010,15.83
18-06-2010,15.58
25-06-2010,17.29
02-07-2010,16.7
09-07-2010,16.61
16-07-2010,17.11
23-07-2010,18.26
30-07-2010,19.57
06-08-2010,18.24
13-08-2010,19.42
20-08-2010,19.95
27-08-2010,19.96
03-09-2010,20.6
10-09-2010,22.73
17-09-2010,24.61
24-09-2010,25.44
01-10-2010,23.36
08-10-2010,26.32
15-10-2010,27.06
22-10-2010,28.22
29-10-2010,29.12
05-11-2010,31.76
12-11-2010,26.21
19-11-2010,26.15
26-11-2010,28.25
03-12-2010,29.5
10-12-2010,29.13
17-12-2010,32.5
24-12-2010,33.98
31-12-2010,32.12
07-01-2011,31.53
14-01-2011,30.89
21-01-2011,32.33
28-01-2011,33.94
04-02-2011,32.64
11-02-2011,31.3
18-02-2011,31.02
25-02-2011,31.52
04-03-2011,29.88
11-03-2011,28.86
18-03-2011,27.71
25-03-2011,27.86
01-04-2011,27.44
08-04-2011,25.66
15-04-2011,24.59
22-04-2011,25.48
29-04-2011,23.38
06-05-2011,20.47
13-05-2011,21.45
20-05-2011,22.41
27-05-2011,22.99
03-06-2011,23.95
10-06-2011,25.64
17-06-2011,26.37
24-06-2011,27.54
01-07-2011,27.25
08-07-2011,29.36
15-07-2011,28.97
22-07-2011,31.34
29-07-2011,29.81
05-08-2011,27.54
12-08-2011,27.84
19-08-2011,30.96
26-08-2011,30.22
02-09-2011,29.18
09-09-2011,29.05
16-09-2011,27.52
23-09-2011,24.84
30-09-2011,26.34
07-10-2011,25.16
14-10-2011,27.93
21-10-2011,26.48
28-10-2011,26.15
04-11-2011,25.57
11-11-2011,25
18-11-2011,23.97
25-11-2011,22.9
02-12-2011,23.45
09-12-2011,23.4
16-12-2011,23.08
23-12-2011,23.59
30-12-2011,23.3
06-01-2012,23.29
13-01-2012,23.84
20-01-2012,24.89
27-01-2012,24.21
03-02-2012,23.94
10-02-2012,24.67
17-02-2012,24.62
24-02-2012,26.19
02-03-2012,24.96
09-03-2012,23.66
16-03-2012,25.41
23-03-2012,25.63
30-03-2012,24.71
06-04-2012,24.58
13-04-2012,23.37
20-04-2012,21.93
27-04-2012,21.22
04-05-2012,20.81
11-05-2012,20.22
18-05-2012,20.47
25-05-2012,19.62
01-06-2012,19.09
08-06-2012,19.98
15-06-2012,20.84
22-06-2012,20.24
29-06-2012,21.81
06-07-2012,22.25
13-07-2012,22.73
20-07-2012,23.92
27-07-2012,22.52
03-08-2012,22
10-08-2012,20.74
17-08-2012,20.18
24-08-2012,19.58
31-08-2012,19.78
07-09-2012,19.38
14-09-2012,19.91
21-09-2012,19.38
28-09-2012,19.58
05-10-2012,21.54
12-10-2012,20.05
19-10-2012,20.23
26-10-2012,19.35
02-11-2012,19.45
09-11-2012,19.06
16-11-2012,19.15
23-11-2012,19.14
30-11-2012,19.34
07-12-2012,19.21
14-12-2012,19.01
21-12-2012,19.25
28-12-2012,19.42
04-01-2013,18.85
11-01-2013,19.17
18-01-2013,18.37
25-01-2013,18.38
01-02-2013,18.89
08-02-2013,18.14
15-02-2013,18
22-02-2013,18.24
01-03-2013,17.91
08-03-2013,18.75
15-03-2013,18.89
22-03-2013,18.2
29-03-2013,17.66
05-04-2013,17.65
12-04-2013,18.03
19-04-2013,17.97
26-04-2013,17.36
03-05-2013,17.53
10-05-2013,17.43
17-05-2013,16.89
24-05-2013,16.84
31-05-2013,16.55
07-06-2013,16.43
14-06-2013,16.78
21-06-2013,16.74
28-06-2013,16.38
05-07-2013,16.26
12-07-2013,16.06
19-07-2013,16.29
26-07-2013,16.47
02-08-2013,16.79
09-08-2013,16.98
16-08-2013,16.94
23-08-2013,16.47
30-08-2013,16.34
06-09-2013,16.79
13-09-2013,17.09
20-09-2013,17.18
27-09-2013,16.87
04-10-2013,18.48
11-10-2013,18.93
18-10-2013,19.5
25-10-2013,19.03
01-11-2013,18.25
08-11-2013,18.08
15-11-2013,17.55
22-11-2013,17.4
29-11-2013,17.15
06-12-2013,16.59
13-12-2013,16.27
20-12-2013,16.45
27-12-2013,16.43
03-01-2014,16.08
10-01-2014,15.57
17-01-2014,15.22
24-01-2014,15.11
31-01-2014,15.55
07-02-2014,15.73
14-02-2014,15.63
21-02-2014,16.72
28-02-2014,16.47
07-03-2014,18.01
14-03-2014,17.25
21-03-2014,16.83
28-03-2014,17.98
04-04-2014,17.35
11-04-2014,16.8
18-04-2014,16.66
25-04-2014,17.2
02-05-2014,17.45
09-05-2014,17.2
16-05-2014,17.91
23-05-2014,17.37
30-05-2014,17.38
06-06-2014,16.92
13-06-2014,17.04
20-06-2014,17.92
27-06-2014,16.85
04-07-2014,17.81
11-07-2014,17.07
18-07-2014,16.97
25-07-2014,17.14
01-08-2014,16.35
08-08-2014,16.14
15-08-2014,15.92
22-08-2014,15.64
29-08-2014,15.49
05-09-2014,15
12-09-2014,13.78
19-09-2014,13.5
26-09-2014,15.41
03-10-2014,16.44
10-10-2014,16.55
17-10-2014,16.62
24-10-2014,16.38
31-10-2014,16.04
07-11-2014,15.69
14-11-2014,15.9
21-11-2014,16.09
28-11-2014,15.59
05-12-2014,15.14
12-12-2014,14.98
19-12-2014,14.98
26-12-2014,14.7
02-01-2015,14.17
09-01-2015,14.91
16-01-2015,15.33
23-01-2015,15.17
30-01-2015,14.79
06-02-2015,14.51
13-02-2015,14.88
20-02-2015,14.39
27-02-2015,13.93
06-03-2015,13.44
13-03-2015,12.7
20-03-2015,12.68
27-03-2015,12.13
03-04-2015,12.74
10-04-2015,12.83
17-04-2015,13.24
24-04-2015,13.23
01-05-2015,12.91
08-05-2015,13.42
15-05-2015,12.89
22-05-2015,12.31
29-05-2015,11.98
05-06-2015,12.05
12-06-2015,11.72
19-06-2015,11.12
26-06-2015,11.67
03-07-2015,12.3
10-07-2015,12.41
17-07-2015,11.96
24-07-2015,11.24
31-07-2015,11.14
07-08-2015,10.66
14-08-2015,10.68
21-08-2015,10.44
28-08-2015,10.97
04-09-2015,11.27
11-09-2015,11.66
18-09-2015,10.96
25-09-2015,11.74
02-10-2015,13.53
09-10-2015,14.34
16-10-2015,14.27
23-10-2015,14.28
30-10-2015,14.52
06-11-2015,14.46
13-11-2015,15.04
20-11-2015,15.3
27-11-2015,14.97
04-12-2015,15.48
11-12-2015,14.58
18-12-2015,15.1
25-12-2015,15.06
01-01-2016,15.24
08-01-2016,14.46
15-01-2016,14.92
22-01-2016,14.42
29-01-2016,13.14
05-02-2016,13.27
12-02-2016,13.15
19-02-2016,12.52
26-02-2016,13.91
04-03-2016,14.83
11-03-2016,15.13
18-03-2016,15.97
25-03-2016,15.87
01-04-2016,15.18
08-04-2016,14.69
15-04-2016,15.04
22-04-2016,15.26
29-04-2016,16.16
06-05-2016,15.74
13-05-2016,16.74
20-05-2016,17.07
27-05-2016,17.52
03-06-2016,18.75
10-06-2016,19.7
17-06-2016,19.76
24-06-2016,19
01-07-2016,20.78
08-07-2016,19.57
15-07-2016,19.31
22-07-2016,19.59
29-07-2016,19.05
05-08-2016,20.35
12-08-2016,19.71
19-08-2016,19.77
26-08-2016,20.61
02-09-2016,20.18
09-09-2016,19.99
16-09-2016,21.78
23-09-2016,22.13
30-09-2016,22.53
07-10-2016,23.42
14-10-2016,22.91
21-10-2016,22.71
28-10-2016,22.16
04-11-2016,21.73
11-11-2016,21.7
18-11-2016,20.15
25-11-2016,19.84
02-12-2016,19.12
09-12-2016,19.24
16-12-2016,18.22
23-12-2016,18.15
30-12-2016,19.51
06-01-2017,20.75
13-01-2017,20.52
20-01-2017,20.18
27-01-2017,20.33
03-02-2017,21.11
10-02-2017,20.42
17-02-2017,20.3
24-02-2017,19.8
03-03-2017,19.52
10-03-2017,18.22
17-03-2017,18.17
24-03-2017,17.71
31-03-2017,16.76
07-04-2017,16.77
14-04-2017,16.6
21-04-2017,16.41
28-04-2017,16.04
05-05-2017,15.31
12-05-2017,15.51
19-05-2017,16.38
26-05-2017,15.05
02-06-2017,13.74
09-06-2017,14.27
16-06-2017,13.44
23-06-2017,12.97
30-06-2017,13.68
07-07-2017,14.15
14-07-2017,14.3
21-07-2017,14.4
28-07-2017,14.37
04-08-2017,14.14
11-08-2017,13.2
18-08-2017,13.41
25-08-2017,14.03
01-09-2017,13.75
08-09-2017,14.09
15-09-2017,14.55
22-09-2017,13.98
29-09-2017,13.54
06-10-2017,13.98
13-10-2017,14.41
20-10-2017,14
27-10-2017,14.63
03-11-2017,14.38
10-11-2017,14.96
17-11-2017,15.37
24-11-2017,15.45
01-12-2017,14.98
08-12-2017,14.05
15-12-2017,13.66
22-12-2017,14.6
29-12-2017,15.16
05-01-2018,15.08
12-01-2018,14.18
19-01-2018,13.25
26-01-2018,13.36
02-02-2018,13.63
09-02-2018,13.67
16-02-2018,13.38
23-02-2018,13.68
02-03-2018,13.42
09-03-2018,12.84
16-03-2018,12.65
23-03-2018,12.57
30-03-2018,12.35
06-04-2018,12.34
13-04-2018,12.08
20-04-2018,11.64
27-04-2018,11.22
04-05-2018,11.51
11-05-2018,11.22
18-05-2018,11.66
25-05-2018,12.46
01-06-2018,12.52
08-06-2018,12.25
15-06-2018,12.02
22-06-2018,12.05
29-06-2018,11.86
06-07-2018,11.51
13-07-2018,10.96
20-07-2018,11.12
27-07-2018,10.88
03-08-2018,10.85
10-08-2018,10.54
17-08-2018,10.18
24-08-2018,10.23
31-08-2018,10.6
07-09-2018,11.01
14-09-2018,11.16
21-09-2018,10.84
28-09-2018,10.42
05-10-2018,12.63
12-10-2018,13.07
19-10-2018,13.89
26-10-2018,13.84
02-11-2018,13.44
09-11-2018,12.73
16-11-2018,12.69
23-11-2018,12.47
30-11-2018,12.84
07-12-2018,12.87
14-12-2018,12.65
21-12-2018,12.34
28-12-2018,12.39
04-01-2019,11.93
11-01-2019,12.78
18-01-2019,13.03
25-01-2019,12.44
01-02-2019,12.6
08-02-2019,12.71
15-02-2019,13.14
22-02-2019,13.37
01-03-2019,12.62
08-03-2019,12.18
15-03-2019,12.52
22-03-2019,12.57
29-03-2019,12.53
05-04-2019,12.76
12-04-2019,12.77
